Amount - Order Total,Item - Fill SKU,Item - Price,Item - Qty,Item - SKU,Ship To - State,Date - Order Date
"292.55",,"275.99","1","Air-cooler-Tower-3","PA","9/3/2021 7:24:07 AM"
"0.00",,,,,"GA","9/3/2021 2:48:28 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","SC","9/3/2021 1:52:05 PM"
"96.96",,"89.99","1","BT3-0012-1","CA","9/3/2021 2:35:07 PM"
"0.00",,,,,"NH","9/3/2021 3:48:02 PM"
"295.31",,"275.99","1","Air-cooler-Tower-3","FL","9/3/2021 4:21:34 PM"
"154.34",,"139.99","1","BT-TRIPOD-01","IL","9/3/2021 5:30:07 PM"
"108.24",,"99.99","1","BT-Tripod-005","TX","9/3/2021 9:03:39 PM"
"149.63",,"139.99","1","BT-TRIPOD-01","OH","9/4/2021 7:08:11 AM"
"1298.96",,"299.99","4","DESK03-BLK-BLK-L-22","TX","9/4/2021 7:20:29 AM"
"663.39",,"619.99","1","P-Aircooler-0003","FL","9/4/2021 7:32:33 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","9/4/2021 7:45:19 AM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","9/4/2021 9:56:06 AM"
"212.16",,"195.99","1","Stand-D-002","TX","9/4/2021 9:56:53 AM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IA","9/4/2021 2:12:57 PM"
"894.50",,"195.99","1","Stand-D-002","VA","9/4/2021 3:41:54 PM"
"894.50",,"639.99","1","DBBL-90-TWO-3","VA","9/4/2021 3:41:54 PM"
"179.98",,"89.99","2","BT3-0012-1","IL","9/4/2021 3:52:03 PM"
"694.39",,"639.99","1","DBBL-90-TWO-3","AR","9/4/2021 7:23:31 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","9/4/2021 7:52:16 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","FL","9/4/2021 10:14:28 PM"
"668.79",,"639.99","1","DBBL-90-TWO-3","CO","9/4/2021 10:51:35 PM"
"89.99",,"89.99","1","BT3-0012-1","FL","9/5/2021 1:42:13 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","TX","9/5/2021 6:59:14 AM"
"666.02",,"619.99","1","P-Aircooler-0003","TX","9/5/2021 9:46:33 AM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","9/5/2021 11:20:25 AM"
"668.04",,"619.99","1","P-Aircooler-0003","CA","9/5/2021 12:59:24 PM"
"682.39",,"639.99","1","DBBL-90-TWO-3","NJ","9/5/2021 1:17:58 PM"
"201.10",,"181.99","1","HEATER-001-B","WA","9/5/2021 2:37:49 PM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","9/5/2021 5:21:50 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","SC","9/5/2021 7:44:14 PM"
"42.39",,"39.99","1","TRIPOD-03","SC","9/6/2021 5:06:57 AM"
"661.84",,"619.99","1","P-Aircooler-0003","TX","9/6/2021 7:21:32 AM"
"306.58",,"139.99","2","BT-TRIPOD-01","CA","9/6/2021 11:07:21 AM"
"43.19",,"39.99","1","TRIPOD-03","GA","9/6/2021 11:17:53 AM"
"108.80",,"99.99","1","BT-Tripod-005","CO","9/6/2021 12:57:17 PM"
"328.49",,"299.99","1","DESK03-BRC-GRY-L-2","CA","9/6/2021 1:41:39 PM"
"699.19",,"639.99","1","DBBL-90-TWO-3","CA","9/6/2021 2:18:53 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","9/6/2021 3:54:08 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","9/6/2021 4:03:12 PM"
"238.14",,"219.99","1","HEATER-002-Silver","CA","9/6/2021 5:29:30 PM"
"206.85",,"189.99","1","DBBL-52-One-2112","NY","9/6/2021 7:09:25 PM"
"219.99",,"219.99","1","HEATER-002-Silver","OR","9/6/2021 7:17:59 PM"
"43.59",,"39.99","1","TRIPOD-03","SC","9/7/2021 4:54:52 AM"
"0.00",,,,,"FL","9/7/2021 8:33:16 AM"
"0.00",,,,,"CA","9/7/2021 8:38:32 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","MS","9/7/2021 8:12:46 AM"
"693.59",,"639.99","1","DBBL-90-TWO-3","NY","9/7/2021 8:28:27 AM"
"303.82",,"139.99","2","BT-TRIPOD-01","OK","9/7/2021 9:51:24 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","9/7/2021 9:43:22 AM"
"835.98",,"195.99","1","Stand-D-002","UT","9/7/2021 10:24:48 AM"
"835.98",,"639.99","1","DBBL-90-TWO-3","UT","9/7/2021 10:24:48 AM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","9/7/2021 10:53:05 AM"
"381.05",,"349.99","1","DBBL-90-One-3","NY","9/7/2021 11:44:39 AM"
"691.19",,"639.99","1","DBBL-90-TWO-3","WA","9/7/2021 12:10:17 PM"
"286.74",,"265.99","1","Air-cooler-Tower-5","AZ","9/7/2021 1:17:32 PM"
"148.39",,"139.99","1","BT-TRIPOD-01","WV","9/7/2021 1:20:40 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","OH","9/7/2021 2:20:42 PM"
"287.93",,"265.99","1","Air-cooler-Tower-5","TX","9/7/2021 2:19:42 PM"
"699.19",,"639.99","1","DBBL-90-TWO-3","TN","9/7/2021 4:59:55 PM"
"695.19",,"639.99","1","DBBL-90-TWO-3","NY","9/7/2021 4:55:04 PM"
"910.17",,"195.99","1","Stand-D-002","NY","9/7/2021 5:19:22 PM"
"910.17",,"639.99","1","DBBL-90-TWO-3","NY","9/7/2021 5:19:22 PM"
"39.99",,"39.99","1","TRIPOD-03","NJ","9/7/2021 6:04:43 PM"
"206.73",,"189.99","1","DBBL-52-One-2112","CO","9/7/2021 7:05:37 PM"
"695.19",,"639.99","1","DBBL-90-TWO-3","CA","9/7/2021 8:00:21 PM"
"689.59",,"639.99","1","DBBL-90-TWO-3","CA","9/7/2021 8:11:40 PM"
"663.23",,"619.99","1","P-Aircooler-0003","CA","9/7/2021 9:35:51 PM"
"314.69",,"299.99","1","DESK03-BRC-GRY-L-2","CO","9/7/2021 10:27:46 PM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","9/8/2021 4:56:01 AM"
"318.74",,"299.99","1","DESK03-BLK-BLK-L-22","MA","9/8/2021 5:22:46 AM"
"191.40",,"89.99","2","BT3-0012-1","CT","9/8/2021 5:27:45 AM"
"104.93",,"98.99","1","BT2-0001-01","MD","9/8/2021 6:09:47 AM"
"217.38",,"99.99","2","BT-Tripod-005","WA","9/8/2021 6:22:10 AM"
"449.95",,"89.99","5","BT3-0012-1","NH","9/8/2021 6:05:39 AM"
"153.81",,"139.99","1","BT-TRIPOD-01","AR","9/8/2021 7:03:23 AM"
"95.39",,"89.99","1","BT2-0001-02","PA","9/8/2021 7:56:32 AM"
"95.39",,"89.99","1","BT3-0012-1","MI","9/8/2021 8:32:18 AM"
"43.74",,"39.99","1","TRIPOD-03","CA","9/8/2021 10:27:05 AM"
"152.03",,"139.99","1","BT-TRIPOD-01","LA","9/8/2021 10:41:29 AM"
"269.97",,"89.99","3","BT3-0012-1","FL","9/8/2021 10:54:35 AM"
